0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228
3,5,3,5,6,3,197,91,5,3,5,5,3,3,5,5,6,91,3,197,197,6,5,5,6,5,197,3,192,3,6,197,5,5,3,6,6,3,5,6,3,5,5,3,5,5,6,3,5,91,197,5,91,6,5,3,3,192,3,3,5,91,6,5,162,5,5,91,5,91,3,3,6,91,3,5,5,5,5,5,91,5,3,5,5,3,3,91,5,3,91,5,5,6,3,192,3,5,91,5,5,5,3,3,3,6,5,78,162,3,5,91,5,5,5,3,197,3,5,5,3,3,6,6,91,5,3,6,3,3,6,91,91,5,91,5,6,5,3,192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,63,63,54,11,221,5,45,295,300,301,301,6,220,301,301,220,301,301,301,221,301,220,301,301,301,301,301,221,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,6,301,301,301,301,221,301,301,301,301,295,301,301,301,301,301,301,301,301,220,301,301,301,221,301,220,301,295,301,221,6,220,301,301,301,295,301,221,220,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,6,301,300,301,301,301,301,301,6,301,300,301,301,301,301,301,301,301,300,295,221,301,301,301,300,295,301,301,301,301,301,301,301,301,301,6,301,301,300,295,301,301,301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,104,3,3,142,3,3,265,265,175,265,265,3,265,3,142,3,142,142,142,104,3,142,3,104,265,3,265,142,3,3,142,104,146,265,265,146,142,142,146,104,3,3,3,3,146,3,142,265,265,265,142,142,265,265,142,102,142,142,142,265,265,142,142,142,142,3,265,265,146,3,142,142,142,3,104,142,265,265,265,142,142,142,265,104,142,142,3,104,3,104,3,265,265,142,265,142,265,265,142,265,142,142,265,265,142,265,142,265,3,104,3,104,104,3,3,3,265,104,3,146,104,265,142,265,142,142,265,102,265,142,142,142,3,142,3,142,3,3,104,265,265,3,142,142,3,104,265,3,142,3,104,146,142,3,3,3,142,146,142,3,142,3,3,142,3,265,104,265,3,104,104,3,142,102,265,142,142,142,142,104,265,142,265,102,265,142,265,102,265,104,3,265,142,265,104,146,3,104,142,142,3,3,265,3,3,142,3,3,3,146,104,142,142,142,265,265,265,142,265,142,104,265,3,265,265,142,265,104
311,78,78,265,102,102,102,13,102,102,102,102,6,5,197,192,3,3,6,91,5,197,192,3,3,6,91,195,102,102,78,168,102,168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,6,265,78,4,78,78,265,240,78,240,265,102,102,102,13,102,102,102,102,6,195,5,197,192,3,3,6,91,195,102,102,78,168,102,168,54,102,6,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,6,265,78,4,78,78,265,240,78,240,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,221,174,11,11,11,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,125,125,91,45,45,5,197,192,192,6,195,195,195,5,5,197,192,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,91,5,221,45,141,141,45,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,5,3,3,6,195,195,195,195,195,5,3,331,120,6,221,197,192,7,91,5,195,195,141,141,195,195,195,195,195,195,195,195,5,120,6,195,195,195,195,195,195,195,195,195,120,6,5,197,42,120,6,3,3,3
162,162,162,162,162,162,114,114,162,162,162,114,162,162,162,162,162,162,114,114,114,162,114,162,114,162,162,114,114,114,162,162,162,162,162,162,114,162,162,162,162,114,114,162,162,114,162,162,114,162,162,162,114,114,162,114,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,114,162,162,162,162,114,162,114,162,114,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,114,162,162,162,114,114,114,114,162,162,162,162,114,162,162,162,162,162,162,162,114,162,162,162,114,162,162,162,162,162,162,114,162,162,114,162,162,162,162,162,114,162,162,162,162,114,162,162,162,114,162,162,162,114,162,162,162,162,162,114,162,162,162,114,162,114,162,162,114,162,114,162,114,162,114,114,162,114,162,162,162,162,162,162,162,114,162,162,162,162,162,162,114,162,114,114,162,114,162,114,114,162,162,114,162,162,162,162,162,162,162,162,162,114,162,162,162,162,114,162,114,114,162,162,162,162,114
6,54,140,197,63,41,221,63,221,6,221,6,54,140,197,63,41,221,63,221,6,221,174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,192,6,192,243,125,125,125,91,20,174,201,45,45,64,195,195,5,221,6,221,174,174,174,174,174,174,3,5,221,6,221,3,221,63,221,6,221,63,6,3,6,221,6,221,63,4,63,6,3,3,3,3,3,3,221,6,221,63,4,63,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,221,6,221,63,4,63,6,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,201,213,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,192,6,192,243,125,125,125,125,125,91,45,45,5,197,192,192,6,60,199,201,60,5,60,197,192,3,3,6,91,196,5,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,20,5,6,78,9,5,221,10,60,5,60,197,192,3,3,6,91,60,5,60,197,192,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,4,197,140,94,195,207,4,6,91,38,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,78,240,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,78,78,240,78,78,240,240,240,240,240,240,265,240,240,78,240,78,240,265,78,240,240,240,125,125,158,78,125,125,240,78,125,125,78,240,78,78,78,78,78,125,240,78,78,240,78,125,240,125,125,78,240,125,240,265,78,240,240,125,240,78,78,125,240,240,240,240,78,240,240,78,240,78,240,125,240,240,78,240,240,78,78,125,240,125,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,4,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,3,3,3,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,3,4,4,4,3,4,3,3,3,4,3,4,3,4,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,3,3,3,3,4,3,4,4
175,175,3,3,175,175,54,3,3,3,3,175,3,3,54,54,140,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,175,54,3,3,3,3,3,45,175,54,140,3,3,54,140,3,3,54,140,3,3,3,3,175,54,3,3,3,3,3,3,3,3,3,175,54,140,3,3,3,3,3,3,3,3,3,175,54,140,3,3,54,140,3,175,54,140,3,175,54,140,54,3,54,140,3,3,3,3,3,54,3,175,54,140,3,3,3,54,140,54,140,3,3,3,54,140,3,3,3,3,54,140,3,3,3,54,140,3,3,3,54,140,3,3,54,140,3,3,3,54,140,3,54,140,3,140,175,54,3,3,54,140,3,54,140,3,3,3,54,140,3,3,3,3,3,54,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,192,78,78,125,122,78,192,240,120,240,192,6,196,192,78,3,78,140,3,3,78,78,78,78,78,78,78,78,3,78,78,78,78,78,140,78,78,140,78,78,78,125,125,78,140,78,3,78,78,78,78,78,78,78,78,78,78,3,78,78,3,78,78,78,78,78,78,78,78,78,192,240,78,125,78,78,3,78,78,125,3,78,140,78,78,140,3,3,78,78,78,3,78,140,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,140,78,78,78,78,78,78,78,3,78,78,78,78,78,78,140,78,3,78,78,3,78,78,3,78,78,78,195,220,78,78,195,78,78,78,78,78,78,78,78,78,78,78,78,78,196,78,240,78,78,78,140,78,78,78,78,78,78,78,78,3,78,78,78,195,78,78,78,78,78,78,196,78,140,78,78,78,78,78,78,78,195,196,197,195,195,78,195,195,78,78,78,78,78,78,78,78,78,140,78,78,78,78,78,78,78,78,140,78,78,78,3,3,3,78,78,78
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,174,265,45,102,33,197,5,192,5,197,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
54,54,54,54,54,54,54,309,54,309,309,54,54,309,54,54,309,54,309,54,309,54,54,54,54,54,309,54,54,54,3,54,54,54,309,54,3,3,54,54,54,54,54,54,54,54,54,309,54,54,309,309,54,54,309,240,54,54,54,309,54,54,309,54,3,54,54,54,54,240,240,309,54,54,309,3,54,54,54,54,54,54,54,54,3,54,3,3,54,54,54,54,309,3,54,54,54,3,54,309,54,309,54,309,54,54,54,54,54,54,54,54,54,54,3,54,54,54,54,54,54,54,54,309,54,54,309,54,54,54,309,54,54,54,309,54,54,54,54,54,54,3,309,54,54,54,54,54,54,54,54,309,54,54,309,54,54,54,309,54,309,309,54,54,309,54,54,54,54,54,309,54,54,54,54,54,54,54,309,3,54,54,54,309,54,54,54,54,54,54,54,54,309,54,54,54,54,54,54,54,54,309,54,309,309,54,54,54,309,309,54,309,54,54,54,54,54,309,54,54,54,309,3,54,309,54,309,309,3
174,174,174,174,174,174,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,63,221,221,221,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,192,6,192,243,125,125,125,91,20,174,201,45,45,64,195,195,174,174,174,174,174,174,120,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,192,125,192,125,192,125,240,196,140,78,3,78,78,78,78,78,3,140,78,140,78,140,78,78,45,140,78,78,140,78,78,78,78,78,78,78,78,78,78,78,78,78,78,192,120,240,78,140,78,3,78,78,140,78,140,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,3,78,78,195,78,78,78,78,78,78,3,78,78,78,3,78,78,3,78,78,78,78,78,78,78,78,78,195,78,78,78,78,78,78,220,78,78,78,3,78,3,78,78,3,78,78,78,78,78,78,78,78,78,78,78,3,78,78,78,78,78,140,78,240,240,78,240,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,195,78,78,78,78,140,78,78,78,78,78,78,3,78,78,3,78,78,78,78,78,78,78,78,78,78,78,78,195,78,3,3,78,78,3,195,78,78,78,78,78,140,78,78,78,78,78,3,78,78,78
175,174,174,174,57,175,54,175,6,3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,168,168,265,43,3,168,168,3,265,340,43,265,265,3,168,168,168,168,3,3,168,3,3,3,3,168,43,265,168,168,168,265,168,168,168,3,265,168,168,168,43,168,168,265,3,43,265,3,168,3,168,168,43,168,265,168,168,168,168,168,168,168,168,195,340,168,168,168,168,168,168,168,43,265,43,265,168,3,265,265,168,168,168,3,265,168,168,265,265,43,43,43,168,3,168,265,3,43,265,168,3,168,43,3,168,265,265,3,265,265,265,168,168,265,43,168,3,168,3,265,43,168,168,43,43,168,265,168,168,3,168,168,3,168,3,3,168,265,168,3,168,3,168,265,3,168,43,168,168,168,168,3,3,43,3,3,265,265,3,265,265,3,3,3,168,265,168,3,168,168,265,265,3,168,265,265,168,168,265,43,168,3,3,168,168,168,340,340,265,168,168,3,168,168,43,168,43,168,168,168,168,43,168,168,168,168,168,168,3,265,168,168,168,168,43,265,195,168,265,168,265,3,168,168,168,168,168
